id,country_code1,hour,clicked
1482,BF,2,1
1483,IR,18,0
1484,PH,20,1
1485,SE,21,1
1486,LC,11,0
1487,ES,11,1
1488,DZ,11,1
1489,MH,18,0
1490,PY,10,0
1491,CY,8,1
1492,PS,3,1
1493,TJ,21,0
1494,IR,4,1
1495,LV,3,0
1496,KW,4,0
1497,CG,11,0
1498,CN,12,1
1499,GN,7,1
1500,PW,17,0
1501,BI,8,1
1502,BF,16,0
1503,SL,23,1
1504,MG,21,1
1505,TG,2,0
1506,BA,15,0
1507,IE,14,0
1508,BR,7,1
1509,SN,4,1
1510,HT,23,0
1511,AF,21,0
1512,RO,19,1
1513,SM,4,1
1514,SI,24,0
1515,AT,4,0
1516,VE,13,1
1517,SC,24,1
1518,PK,23,1
1519,LI,7,0
1520,TW,19,0
1521,PL,1,1
1522,ML,21,0
1523,FI,21,1
1524,CI,16,0
1525,AT,0,1
1526,SI,15,0
1527,AT,3,0
1528,SD,24,0
1529,SZ,3,0
1530,AE,7,0
1531,DO,13,0
1532,CR,1,0
1533,CV,18,0
1534,UA,20,0
1535,MX,7,1
1536,ZA,16,1
1537,PW,17,1
1538,SD,19,0
1539,BS,20,1
1540,NE,15,0
1541,JM,5,0
1542,KP,0,1
1543,NI,23,0
1544,SL,20,1
1545,GE,7,0
1546,GE,9,0
1547,DZ,0,0
1548,DK,13,1
1549,ER,23,0
1550,EE,4,1
1551,LY,5,0
1552,RU,21,0
1553,LB,22,0
1554,AD,10,0
1555,GE,5,1
1556,PY,9,0
1557,AF,11,0
1558,TJ,7,1
1559,NE,22,1
1560,NO,7,1
1561,BD,14,0
1562,SA,18,0
1563,MV,1,1
1564,TW,10,0
1565,HR,10,0
1566,LC,2,0
1567,SM,8,0
1568,CM,11,0
1569,ZW,0,0
1570,KR,9,1
1571,MK,15,1
1572,LU,1,1
1573,UY,5,1
1574,TL,2,1
1575,KR,20,1
1576,TG,12,1
1577,FR,16,0
1578,SI,11,0
1579,FJ,11,0
1580,AO,24,1
1581,HT,2,1
1582,GQ,11,0
1583,SR,24,0
1584,CA,4,0
1585,ET,23,1
1586,LA,8,1
1587,LB,11,0
1588,OM,4,1
1589,ER,10,0
1590,MA,10,1
1591,KR,9,0
1592,TH,19,0
1593,TN,6,1
1594,KZ,0,0
1595,EC,19,1
1596,SK,6,1
1597,TJ,17,0
1598,BS,9,0
1599,PW,16,0
1600,MV,24,0
1601,CZ,3,0
1602,TG,2,1
1603,VN,9,0
1604,BE,8,0
1605,PL,19,1
1606,IN,9,0
1607,MH,5,0
1608,RU,9,0
1609,KG,18,0
1610,JO,16,1
1611,BN,14,1
1612,MT,17,1
1613,RO,20,0
1614,NE,10,1
1615,GT,11,1
1616,GR,20,0
1617,PL,14,0
1618,PH,23,0
1619,AT,15,0
1620,TD,9,0
1621,MG,15,1
1622,QA,18,0
1623,QA,19,1
1624,MN,0,0
1625,AT,6,0
1626,TG,18,1
1627,SN,8,1
1628,NI,21,0
1629,VE,17,0
1630,CU,19,1
1631,CO,2,1
1632,KP,8,0
1633,KM,5,0
1634,GR,10,0
1635,ML,3,1
1636,DJ,10,1
1637,CG,22,0
1638,LI,6,1
1639,SI,17,0
1640,BI,2,1
1641,LS,16,1
1642,SN,2,1
1643,BN,22,0
1644,LR,24,0
1645,FI,21,1
1646,CF,2,0
1647,AT,0,1
1648,HN,11,0
1649,US,12,1
1650,RW,12,0
1651,MC,17,0
1652,RO,19,1
1653,IR,11,0
1654,DE,15,0
1655,AT,9,0
1656,SB,3,0
1657,HN,2,0
1658,BD,11,0
1659,MN,10,0
1660,CO,18,1
1661,BO,15,1
1662,OM,0,0
1663,RO,18,0
1664,NO,13,0
1665,PS,3,1
1666,IE,2,0
1667,SL,13,1
1668,EE,8,0
1669,CY,24,0
1670,IT,10,0
1671,CG,7,0
1672,GA,24,1
1673,BA,17,1
1674,HU,19,0
1675,CO,4,1
1676,MZ,11,0
1677,FM,23,1
1678,IN,17,0
1679,WS,21,0
1680,NA,19,0
1681,MZ,2,0
1682,PE,6,0
1683,KI,1,1
1684,MT,2,1
1685,MD,5,0
1686,KN,18,1
1687,SY,20,1
1688,RS,14,0
1689,PS,2,0
1690,BJ,7,0
1691,BD,23,0
1692,BB,11,0
1693,TL,21,1
1694,LU,5,0
1695,IQ,4,0
1696,AU,18,0
1697,ST,6,1
1698,VC,11,0
1699,MT,13,1
1700,GW,13,0
1701,CD,14,0
1702,UA,20,1
1703,BA,18,0
1704,NE,15,0
1705,MX,5,0
1706,TN,22,0
1707,SM,8,0
1708,MV,22,1
1709,KZ,1,1
1710,BE,14,0
1711,MW,11,1
1712,BT,12,1
1713,AL,19,1
1714,TN,22,1
1715,FM,14,1
1716,KM,11,1
1717,ZW,19,1
1718,ZA,5,1
1719,BH,4,0
1720,IS,16,0
1721,UY,8,0
1722,KR,18,1
1723,GM,13,0
1724,FJ,11,0
1725,GY,1,1
1726,PE,7,1
1727,SM,24,1
1728,PT,23,0
1729,ES,21,0
1730,VE,14,0
1731,GN,13,1
1732,TN,1,1
1733,ME,22,1
1734,RS,4,1
1735,MM,10,0
1736,KP,9,1
1737,GR,18,1
1738,GR,12,0
1739,MZ,19,1
1740,BS,12,1
1741,AT,11,1
1742,BT,23,1
1743,ID,6,1
1744,GY,4,0
1745,TN,1,1
1746,BT,23,0
1747,KW,0,1
1748,SR,8,0
1749,ID,13,0
1750,CG,16,1
1751,US,9,0
1752,TW,4,1
1753,IE,19,1
1754,UG,20,0
1755,CY,19,0
1756,MH,2,1
1757,TO,8,0
1758,FJ,3,1
1759,FM,21,1
1760,VE,17,0
1761,IN,11,0
1762,SM,6,0
1763,SG,9,0
1764,GR,21,0
1765,CO,11,0
1766,PK,14,0
1767,ZM,9,1
1768,JP,16,1
1769,LK,9,1
1770,CU,11,1
1771,CF,24,1
1772,KZ,7,0
1773,SV,6,0
1774,IN,5,1
1775,AR,19,1
1776,GQ,7,1
1777,PL,11,0
1778,JM,21,1
1779,NO,11,1
1780,NL,9,0
1781,LU,13,0
1782,WS,22,0
1783,BS,15,0
1784,BE,11,1
1785,ET,6,0
1786,FJ,21,1
1787,SL,12,1
1788,MD,13,1
1789,AE,24,0
1790,AM,5,0
1791,MA,8,1
1792,IR,5,1
1793,SY,2,1
1794,TG,0,0
1795,ID,9,1
1796,KR,17,1
1797,QA,13,1
1798,DK,24,1
1799,PY,9,1
1800,IL,4,1
1801,CO,15,1
1802,HT,22,1
1803,DJ,16,0
1804,ZW,2,1
1805,FM,11,1
1806,MG,19,0
1807,CA,2,1
1808,PT,23,0
1809,ET,24,1
1810,BY,18,0
1811,CU,5,1
1812,FJ,23,1
1813,SO,21,1
1814,CD,13,0
1815,BO,7,0
1816,MZ,22,1
1817,MN,6,0
1818,GE,4,0
1819,IE,13,0
1820,FI,1,0
1821,PA,15,1
1822,AO,12,0
1823,RW,8,1
1824,UA,16,1
1825,SY,20,1
1826,MR,17,1
1827,TH,3,1
1828,PS,19,1
1829,HU,5,0
1830,UG,17,0
1831,ES,11,0
1832,IT,12,0
1833,GM,5,0
1834,TH,11,1
1835,AG,24,0
1836,LA,0,1
1837,BR,5,0
1838,SI,2,0
1839,ME,9,1
1840,GQ,18,0
1841,PA,4,1
1842,GA,10,0
1843,MY,2,1
1844,MH,24,1
1845,IQ,3,1
1846,GW,23,1
1847,CR,22,0
1848,MZ,9,0
1849,UA,1,1
1850,NP,3,1
1851,CD,0,1
1852,KP,17,0
1853,GW,15,0
1854,NE,12,1
1855,SR,19,1
1856,MR,21,1
1857,MW,19,0
1858,BD,9,1
1859,AD,4,1
1860,NL,13,1
1861,NZ,14,1
1862,CY,2,1
1863,RU,22,0
1864,SY,11,1
1865,LU,6,0
1866,LT,23,0
1867,BI,10,0
1868,LB,9,1
1869,AL,10,0
1870,NZ,7,1
1871,QA,6,0
1872,MW,20,0
1873,TO,14,0
1874,CA,23,1
1875,TT,3,0
1876,IT,23,0
1877,GA,16,1
1878,SK,11,0
1879,GE,9,1
1880,AZ,22,1
1881,PW,2,1
1882,NO,16,0
1883,BY,8,1
1884,CD,17,1
1885,MX,18,1
1886,BN,2,1
1887,HT,21,0
1888,UY,4,0
1889,RU,8,1
1890,CM,19,1
1891,TN,3,0
1892,JP,14,0
1893,LI,7,0
1894,BZ,13,0
1895,KP,10,0
1896,SM,10,1
1897,UZ,22,1
1898,AZ,0,1
1899,KE,22,0
1900,PG,4,1
1901,TL,4,1
1902,AG,19,0
1903,MY,20,1
1904,BJ,3,1
1905,CD,13,0
1906,PK,24,0
1907,UZ,16,0
1908,KN,22,0
1909,GB,5,0
1910,GM,24,1
1911,CU,5,1
1912,SM,15,0
1913,TT,15,1
1914,VE,18,1
1915,AM,15,1
1916,IL,24,0
1917,PH,3,0
1918,SM,1,0
1919,MZ,18,1
1920,HT,20,1
1921,LU,1,1
1922,CY,24,1
1923,SE,9,0
1924,KH,1,0
1925,ML,8,0
1926,KW,7,1
1927,ZA,18,0
1928,PL,20,0
1929,SY,4,1
1930,NP,23,0
1931,TV,9,0
1932,MM,2,0
1933,SR,1,1
1934,CY,17,0
1935,PT,15,1
1936,RU,15,1
1937,MR,2,1
1938,PE,3,1
1939,BF,18,0
1940,KN,15,1
1941,CI,24,0
1942,KH,14,0
1943,NP,11,1
1944,SE,2,1
1945,RS,8,0
1946,TO,12,0
1947,GE,24,0
1948,UY,15,1
1949,DM,13,1
1950,CR,16,0
1951,CR,16,1
1952,GD,22,0
1953,SY,14,1
1954,VC,2,0
1955,RS,9,1
1956,BF,13,0
1957,MT,4,1
1958,PE,5,0
1959,DE,24,0
1960,LV,10,0
1961,SR,7,1
1962,GA,12,1
1963,VE,20,1
1964,SL,19,1
1965,DJ,10,1
1966,JP,6,1
1967,SE,20,0
1968,MC,11,0
1969,BS,3,0
1970,BH,8,0
1971,OM,14,1
1972,PW,14,1
1973,SB,7,0
1974,VE,23,0
1975,SO,6,1
1976,VA,16,0
1977,DZ,12,0
1978,LA,7,0
1979,AL,11,0
1980,KZ,1,0
1981,TD,12,0
1982,LR,17,0
1983,MK,13,1
1984,MA,16,0
1985,AD,2,1
1986,TJ,7,1
1987,GY,8,0
1988,CR,11,1
1989,ID,8,1
1990,CM,15,0
1991,RU,21,1
1992,GE,10,0
1993,LK,10,1
1994,MM,22,0
1995,AG,2,0
1996,BA,3,1
1997,UA,22,1
1998,CU,13,0
1999,VN,12,0
2000,FR,12,0
2001,BO,14,0
2002,MU,20,0
2003,CU,20,1
2004,RS,5,1
2005,LI,17,1
2006,CI,23,0
2007,KW,14,0
2008,TL,12,0
2009,SM,21,1
2010,FI,20,0
2011,LS,24,1
2012,HR,14,0
2013,VN,11,1
2014,CM,18,0
2015,GY,3,1
2016,EE,24,0
2017,BS,11,1
2018,MC,6,1
2019,ES,16,1
2020,MY,17,0
2021,TO,6,0
2022,FJ,4,0
2023,PT,17,1
2024,MD,5,1
2025,LU,19,1
2026,BF,23,0
2027,TR,8,1
2028,EE,0,1
2029,BE,15,0
2030,HN,17,1
2031,VE,16,1
2032,SC,6,0
2033,LY,3,1
2034,BY,6,0
2035,CH,4,1
2036,CY,10,0
2037,TT,20,1
2038,BW,22,0
2039,KR,6,1
2040,PL,17,0
2041,PW,14,0
2042,GD,0,0
2043,CI,24,0
2044,BI,9,1
2045,AE,14,1
2046,AO,23,0
2047,BA,17,1
2048,CA,10,0
2049,PG,8,1
2050,NL,16,0
2051,TZ,18,0
2052,CR,6,0
2053,IQ,17,1
2054,SI,12,0
2055,VC,7,0
2056,SZ,16,1
2057,PW,6,1
2058,GE,9,1
2059,ZA,5,0
2060,JM,13,1
2061,WS,5,0
2062,BJ,10,1
2063,MA,18,0
2064,TJ,3,0
2065,GN,20,1
2066,MW,4,0
2067,SR,19,0
2068,LA,14,0
2069,ST,7,1
2070,NL,24,0
2071,DZ,6,0
2072,DJ,17,0
2073,TZ,5,0
2074,PE,14,1
2075,CH,0,0
2076,VA,8,0
2077,BN,2,1
2078,FI,5,1
2079,NI,2,1
2080,MV,22,1
2081,TR,3,0
2082,MG,20,0
2083,VE,7,1
2084,IT,5,0
2085,MC,8,1
2086,MC,22,0
2087,LA,3,1
2088,UY,0,1
2089,MN,10,1
2090,MV,16,1
2091,MC,10,1
2092,CY,18,1
2093,NZ,9,1
2094,GA,0,0
2095,CA,19,1
2096,CO,17,0
2097,IL,15,1
2098,ZA,15,0
2099,SZ,21,0
2100,FM,18,0
2101,BY,8,0
2102,JO,13,1
2103,MA,23,1
2104,FR,9,0
2105,KN,18,1
2106,SV,9,0
2107,BF,5,0
2108,US,23,1
2109,IE,5,0
2110,PG,22,1
2111,CL,2,0
2112,RU,7,0
2113,LC,3,0
2114,GW,8,1
2115,FR,19,1
2116,MV,16,1
2117,ML,19,0
2118,BE,11,1
2119,ME,0,0
2120,EC,2,0
2121,TZ,19,0
2122,SK,2,1
2123,GE,1,1
2124,MW,4,1
2125,CZ,17,1
2126,MK,12,1
2127,ZA,1,1
2128,CL,13,0
2129,ET,18,0
2130,CU,21,0
2131,LA,3,0
2132,TG,17,1
2133,BI,24,0
2134,GD,6,1
2135,MM,18,1
2136,CG,12,1
2137,MW,13,1
2138,BB,17,1
2139,GH,15,1
2140,ER,0,0
2141,JO,22,1
2142,MG,19,0
2143,HN,22,0
2144,HT,6,0
2145,FM,11,0
2146,VU,3,0
2147,ID,11,1
2148,CV,13,0
2149,TT,24,0
2150,TN,6,0
2151,AM,22,1
2152,NO,0,1
2153,TJ,2,1
2154,BH,2,1
2155,BH,15,1
2156,ER,17,0
2157,ER,17,0
2158,CF,23,0
2159,ES,4,1
2160,CL,6,1
2161,UZ,24,1
2162,KP,2,0
2163,SR,9,0
2164,MH,4,0
2165,BH,21,1
2166,PT,18,1
2167,UA,10,0
2168,BW,18,1
2169,DO,7,1
2170,VU,2,0
2171,DJ,11,0
2172,SO,13,0
2173,ST,9,1
2174,GQ,2,0
2175,CH,18,0
2176,MV,9,1
2177,GR,11,1
2178,TW,17,0
2179,TH,18,1
2180,IQ,13,0
2181,BN,16,0
2182,BW,21,1
2183,MX,7,0
2184,EE,20,1
2185,VC,15,1
2186,CF,22,1
2187,GW,19,0
2188,GT,23,0
2189,BI,24,1
2190,SM,19,1
2191,SE,0,0
2192,AT,13,1
2193,BY,13,1
2194,NR,3,0
2195,VN,1,0
2196,DZ,3,0
2197,TN,9,1
2198,RO,23,1
2199,LV,0,1
2200,GR,4,0
2201,AG,5,0
2202,MC,7,0
2203,US,14,1
2204,VA,6,0
2205,PL,16,1
2206,QA,16,1
2207,CI,20,1
2208,FR,9,0
2209,TG,7,1
2210,MX,3,1
2211,LB,14,1
2212,CV,11,1
2213,TR,22,0
2214,BF,17,1
2215,TZ,8,0
2216,DJ,13,1
2217,FJ,9,0
2218,JP,7,1
2219,HN,13,1
2220,TV,3,0
2221,SK,2,1
2222,BD,6,1
2223,RU,23,0
2224,YE,3,1
2225,MW,20,0
2226,AM,1,1
2227,MT,17,1
2228,FM,16,0
2229,ST,10,1
2230,AE,17,1
2231,SA,21,1
2232,MD,12,1
2233,QA,20,1
2234,BY,24,0
2235,TJ,19,1
2236,AZ,15,1
2237,BF,18,0
2238,BS,23,1
2239,MR,17,0
2240,ZW,12,1
2241,KZ,7,0
2242,NL,22,0
2243,KH,23,0
2244,TJ,16,0
2245,BG,5,1
2246,ER,7,0
2247,PW,22,0
2248,AL,4,1
2249,TJ,17,0
2250,LA,8,0
2251,ET,6,1
2252,PG,18,1
2253,IE,20,1
2254,PW,24,0
2255,VC,10,0
2256,VN,8,0
2257,IL,4,1
2258,LS,11,0
2259,US,10,1
2260,BO,7,1
2261,KM,10,1
2262,CU,1,1
2263,GN,13,0
2264,BR,9,0
2265,JO,9,0
2266,SY,9,1
2267,LV,14,0
2268,SZ,2,1
2269,HT,4,0
2270,WS,19,1
2271,BS,11,0
2272,TW,21,1
2273,DE,23,0
2274,OM,3,0
2275,ZW,20,0
2276,ST,22,0
2277,PY,21,0
2278,CM,14,0
2279,KN,13,1
2280,AZ,9,1
2281,CL,9,0
2282,ZA,6,1
2283,GE,16,0
2284,SB,20,0
2285,CA,18,1
2286,LI,14,1
2287,FI,8,0
2288,CL,10,0
2289,MZ,7,1
2290,CA,21,1
2291,AO,2,1
2292,KM,13,0
2293,RO,9,0
2294,SC,0,0
2295,MA,2,1
2296,HT,9,1
2297,UZ,21,0
2298,BI,0,0
2299,DJ,14,1
2300,HT,3,1
2301,IS,16,0
2302,SM,10,1
2303,US,7,1
2304,GB,8,1
2305,LR,10,0
2306,MV,2,1
2307,SR,9,0
2308,SB,10,1
2309,JO,13,0
2310,MN,3,0
2311,BD,18,1
2312,BR,14,0
2313,CI,4,0
2314,FI,9,1
2315,RU,19,1
2316,PA,23,1
2317,SR,22,1
2318,BS,22,0
2319,ET,5,1
2320,GQ,23,0
2321,TV,5,0
2322,RW,1,1
2323,CU,19,1
2324,CI,7,0
2325,IT,13,1
2326,PL,11,0
2327,BB,22,1
2328,MN,18,0
2329,LK,5,1
2330,BO,15,0
2331,BW,8,0
2332,IQ,5,1
2333,IN,17,1
2334,IS,10,0
2335,NL,18,1
2336,TD,12,0
2337,CR,9,1
2338,AT,20,0
2339,PL,16,1
2340,SG,20,1
2341,CU,19,0
2342,SY,16,1
2343,CG,6,0
2344,FI,0,1
2345,KR,11,1
2346,UY,15,1
2347,LY,22,0
2348,LU,0,1
2349,CI,14,0
2350,MR,4,1
2351,KR,0,1
2352,IN,4,1
2353,FR,15,1
2354,NP,2,1
2355,CH,15,1
2356,AR,7,1
2357,PG,17,0
2358,MU,19,0
2359,BF,9,1
2360,OM,7,0
2361,PS,0,0
2362,CG,2,0
2363,SD,0,0
2364,EC,3,1
2365,SO,13,0
2366,TR,21,1
2367,KM,18,1
2368,AD,1,1
2369,ET,19,0
2370,EG,23,0
2371,BN,18,0
2372,MN,3,1
2373,CA,22,0
2374,TH,16,0
2375,YE,24,0
2376,IL,5,1
2377,TT,9,0
2378,UZ,0,1
2379,MD,8,0
2380,SB,15,1
2381,TD,22,0
2382,RS,23,1
2383,LV,24,1
2384,BD,12,1
2385,KG,14,0
2386,EG,24,1
2387,ME,4,0
2388,NL,15,0
2389,NE,18,0
2390,GD,10,0
2391,BF,10,1
2392,MG,3,0
2393,MN,11,0
2394,PA,13,1
2395,BS,24,0
2396,BW,15,0
2397,MA,4,0
2398,MG,4,1
2399,BN,10,0
2400,PK,2,1
2401,MU,15,0
2402,HU,9,0
2403,GT,9,1
2404,KP,10,1
2405,TZ,20,1
2406,GH,17,0
2407,NZ,23,1
2408,GQ,22,1
2409,LR,2,0
2410,GM,4,1
2411,SB,3,0
2412,SZ,18,0
2413,BN,6,1
2414,ME,11,1
2415,IQ,0,0
2416,KW,21,0
2417,KN,15,0
2418,MM,14,1
2419,LS,10,1
2420,CU,7,1
2421,ZM,13,0
2422,VE,24,1
2423,VE,16,0
2424,KG,22,0
2425,NZ,6,0
2426,DK,6,0
2427,CM,3,0
2428,HU,3,0
2429,TH,7,1
2430,TO,1,0
2431,BT,21,1
2432,CZ,11,0
2433,PL,11,0
2434,BY,2,1
2435,HT,6,0
2436,PT,4,1
2437,BN,2,1
2438,AE,12,1
2439,BO,11,0
2440,LY,12,1
2441,FR,5,1
2442,MU,23,0
2443,PL,23,0
2444,GH,18,0
2445,EG,23,1
2446,LA,2,1
2447,GW,20,1
2448,LB,24,1
2449,TO,15,1
2450,AR,9,1
2451,KI,15,0
2452,SL,10,0
2453,LV,7,1
2454,MU,14,1
2455,BN,16,0
2456,NG,0,1
2457,IS,4,0
2458,UZ,2,1
2459,VC,5,0
2460,BB,23,0
2461,GB,5,1
2462,NR,7,0
2463,SC,19,0
2464,ZM,13,1
2465,MN,2,0
2466,NR,2,1
2467,CI,24,1
2468,AZ,8,1
2469,CM,0,0
2470,ES,22,1
2471,SV,11,0
2472,MC,21,1
2473,NL,4,1
2474,DJ,8,1
2475,RW,6,1
2476,TR,11,0
2477,TW,7,0
2478,GN,16,1
2479,NR,21,1
2480,MG,15,1
2481,UY,13,1
2482,BS,24,0
2483,BT,21,0
2484,RO,18,1
2485,SC,3,1
2486,MR,4,1
2487,LU,15,1
2488,PL,9,1
2489,BE,12,1
2490,OM,20,0
2491,BR,7,0
2492,TR,2,1
2493,CH,10,1
2494,RO,12,0
2495,RS,1,0
2496,AT,11,0
2497,DK,9,1
2498,DE,14,0
2499,VC,1,0
2500,FJ,9,0
2501,TG,15,1
2502,ER,5,0
2503,GY,0,1
2504,BN,3,1
2505,ER,11,1
2506,IL,4,1
2507,DM,8,1
2508,FI,19,1
2509,LT,15,0
2510,TR,18,1
2511,FM,2,1
2512,DM,1,1
2513,GR,6,1
2514,YE,11,0
2515,ST,16,1
2516,DO,15,1
2517,DZ,1,1
2518,LA,15,1
2519,CR,16,0
2520,AL,11,1
2521,CD,13,0
2522,QA,1,1
2523,LK,6,1
2524,TD,22,1
2525,NP,4,1
2526,CO,7,1
2527,CV,5,0
2528,FJ,14,1
2529,FR,10,0
2530,KE,20,0
2531,MU,4,1
2532,HN,1,0
2533,KI,14,0
2534,MC,10,0
2535,BD,13,0
2536,KH,3,0
2537,DE,7,1
2538,GM,16,1
2539,DJ,3,0
2540,BF,22,0
2541,NG,0,1
2542,CN,17,0
2543,SK,19,1
2544,LR,11,0
2545,MZ,19,1
2546,MR,22,1
2547,UZ,16,1
2548,LS,2,1
2549,WS,21,0
2550,MC,16,1
2551,AM,3,0
2552,LR,18,0
2553,GR,22,1
2554,AO,23,0
2555,BG,1,0
2556,LI,13,0
2557,BB,12,1
2558,DJ,6,1
2559,VA,24,1
2560,NL,11,0
2561,IS,10,0
2562,SM,4,0
2563,NA,14,1
2564,SC,21,0
2565,MM,21,1
2566,NO,20,1
2567,BR,19,1
2568,AZ,14,1
2569,DE,9,0
2570,FM,19,1
2571,AT,23,0
2572,MA,14,1
2573,VA,20,0
2574,KM,10,0
2575,VC,2,0
2576,MD,9,1
2577,MV,14,1
2578,DO,21,0
2579,IT,6,0
2580,BZ,2,1
2581,SR,8,0
2582,FM,19,1
2583,AR,14,0
2584,SR,21,0
2585,TN,20,0
2586,BD,3,0
2587,MK,18,0
2588,MD,16,1
2589,US,11,0
2590,ZW,14,1
2591,MX,0,1
2592,SY,9,1
2593,CF,7,1
2594,PY,10,1
2595,ET,9,0
2596,ZM,0,1
2597,LR,20,0
2598,SC,23,1
2599,SZ,23,0
2600,CU,6,0
2601,FI,16,1
2602,BG,0,1
2603,KZ,15,0
2604,ZW,14,0
2605,GE,8,1
2606,SY,4,0
2607,SE,21,1
2608,NR,23,1
2609,TD,5,1
2610,PY,9,1
2611,BW,9,0
2612,LI,23,0
2613,PK,1,1
2614,TM,12,1
2615,ZA,9,1
2616,CF,13,1
2617,CU,11,0
2618,AD,10,1
2619,WS,6,1
2620,BF,21,0
2621,CL,7,1
2622,TD,15,1
2623,CZ,24,1
2624,EG,1,1
2625,GB,17,1
2626,SC,5,0
2627,VC,20,0
2628,UZ,14,0
2629,SV,15,1
2630,SL,20,0
2631,LT,18,1
2632,LY,10,1
2633,AR,5,1
2634,MV,7,1
2635,KH,1,1
2636,PE,4,0
2637,AR,11,1
2638,LB,18,0
2639,SN,20,0
2640,KH,24,0
2641,MH,0,1
2642,CV,11,1
2643,WS,14,1
2644,BT,18,0
2645,BI,12,1
2646,PT,8,1
2647,ST,13,0
2648,PH,18,0
2649,IN,1,0
2650,MT,7,1
2651,PS,20,1
2652,HR,8,1
2653,GR,12,1
2654,TD,15,1
2655,BJ,19,0
2656,IE,1,0
2657,PW,7,0
2658,TG,12,1
2659,GW,13,1
2660,FR,15,0
2661,CG,11,0
2662,EC,12,0
2663,CV,7,0
2664,HU,24,1
2665,NG,22,1
2666,KW,1,0
2667,ME,16,1
2668,CA,3,1
2669,LK,1,0
2670,MC,5,0
2671,NP,10,0
2672,NP,10,1
2673,BG,3,1
2674,RU,8,1
2675,AR,18,1
2676,ET,7,0
2677,CF,22,1
2678,TV,19,0
2679,CL,19,1
2680,ER,9,1
2681,BG,4,1
2682,AD,16,1
2683,PY,12,0
2684,MC,5,0
2685,TN,4,0
2686,CM,24,0
2687,US,17,1
2688,BJ,4,1
2689,IS,24,1
2690,VE,23,0
2691,BZ,14,1
2692,IQ,11,1
2693,YE,24,1
2694,MK,0,1
2695,BF,14,1
2696,SM,20,0
2697,MU,7,1
2698,FR,3,0
2699,GW,6,0
2700,PG,8,1
2701,UA,16,1
2702,TN,15,1
2703,TO,12,1
2704,GQ,20,1
2705,PG,6,1
2706,YE,16,1
2707,ZA,0,0
2708,TD,1,0
2709,KP,16,0
2710,TD,19,1
2711,DZ,4,1
2712,KR,13,1
2713,BT,15,1
2714,GE,2,0
2715,KW,23,1
2716,AE,2,0
2717,US,8,0
2718,PS,1,0
2719,NZ,16,1
2720,GN,23,0
2721,CA,3,0
2722,BR,5,1
2723,SL,7,1
2724,TV,3,0
2725,RU,0,1
2726,MX,24,1
2727,EG,16,0
2728,BB,7,0
2729,RU,2,0
2730,BE,13,1
2731,DK,4,1
2732,CI,5,0
2733,SO,10,0
2734,ET,23,1
2735,ZW,11,0
2736,CY,15,1
2737,NA,13,0
2738,AO,5,1
2739,LY,18,0
2740,GM,0,1
2741,ZA,20,1
2742,AL,19,0
2743,NP,14,1
2744,MH,23,1
2745,ME,17,0
2746,PL,1,1
2747,CO,21,0
2748,FM,5,1
2749,CG,7,0
2750,ZA,13,0
2751,BR,21,1
2752,GN,18,0
2753,TN,5,0
2754,ZM,7,1
2755,NZ,16,1
2756,PK,8,1
2757,NE,4,0
2758,MV,14,1
2759,TV,13,0
2760,BI,1,0
2761,YE,2,1
2762,VN,3,0
2763,MM,15,0
2764,GW,17,1
2765,KP,24,0
2766,GD,3,1
2767,CY,4,0
2768,ZA,17,1
2769,IR,15,1
2770,RO,14,0
2771,TW,16,1
2772,RO,4,1
2773,TW,0,0
2774,BJ,15,1
2775,SB,20,0
2776,GN,15,0
2777,ES,11,0
2778,ME,1,1
2779,FJ,1,0
2780,MM,18,1
2781,TG,12,0
2782,LY,1,0
2783,GW,8,0
2784,IS,4,0
2785,NA,12,1
2786,VN,17,0
2787,LV,7,0
2788,NR,8,0
2789,GN,17,0
2790,BS,16,1
2791,LK,11,1
2792,IR,10,1
2793,SZ,11,1
2794,CL,16,0
2795,DJ,5,0
2796,ME,9,1
2797,CF,9,1
2798,LB,11,1
2799,VU,2,0
2800,IQ,8,1
2801,IN,20,0
2802,ES,12,1
2803,TJ,14,0
2804,IT,14,1
2805,SN,10,0
2806,SN,16,0
2807,EE,17,0
2808,AR,3,0
2809,PA,3,1
2810,LK,3,0
2811,KM,16,1
2812,BF,4,1
2813,MA,10,1
2814,TH,7,0
2815,FI,23,0
2816,LS,3,1
2817,LY,15,1
2818,BA,11,0
2819,SN,8,0
2820,FM,20,1
2821,DJ,11,0
2822,MR,9,0
2823,KG,22,1
2824,TD,24,0
2825,TD,4,1
2826,FJ,22,1
2827,BA,8,1
2828,MU,21,1
2829,KP,19,1
2830,NR,9,0
2831,RW,5,0
2832,TW,17,1
2833,KE,18,0
2834,AG,16,1
2835,GB,5,1
2836,MD,8,0
2837,CV,19,0
2838,GM,20,0
2839,CG,16,1
2840,SD,17,1
2841,AF,13,0
2842,GR,10,0
2843,OM,21,1
2844,JP,18,1
2845,MD,9,0
2846,BY,14,1
2847,MX,11,0
2848,IQ,18,0
2849,TV,6,0
2850,SN,4,0
2851,TM,2,0
2852,JM,23,0
2853,LI,15,0
2854,SG,14,0
2855,SN,15,1
2856,PK,15,0
2857,UZ,17,0
2858,SV,13,0
2859,TL,24,0
2860,CY,7,1
2861,MN,3,0
2862,GR,14,0
2863,FJ,7,1
2864,ZA,9,0
2865,CO,10,0
2866,KW,14,1
